,f_name,img_path,xmin,ymin,xmax,ymax,label
159,Tomato-Alternaria-Early-Blight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Alternaria-Early-Blight.jpg,1746,1175,3789,2592,Early_Blight
160,Tomato-Alternaria-Early-Blight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Alternaria-Early-Blight.jpg,1,15,1578,1021,Early_Blight
161,Tomato-blight-large.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-blight-large.jpg,108,6,528,446,Early_Blight
162,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,1,260,145,395,Early_Blight
163,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,251,321,320,462,Early_Blight
164,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,183,433,308,519,Early_Blight
165,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,166,274,246,387,Early_Blight
166,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,100,101,184,219,Early_Blight
167,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,1,23,88,115,Early_Blight
168,tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,1,1,128,47,Early_Blight
169,tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,586,294,1051,562,Early_Blight
170,tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,295,232,478,563,Early_Blight
171,tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,364,47,543,269,Early_Blight
172,Tomato-diseases-prevention-treatment.-Early-blight..jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-diseases-prevention-treatment.-Early-blight..jpg,653,389,924,832,Early_Blight
173,Tomato-diseases-prevention-treatment.-Early-blight..jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-diseases-prevention-treatment.-Early-blight..jpg,260,106,469,429,Early_Blight
174,tomato-early-blight-1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato-early-blight-1.jpg,440,405,1561,1276,Early_Blight
175,Tomato-Early-Blight-e1513806873934.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-e1513806873934.jpg,28,217,386,664,Early_Blight
176,Tomato-Early-Blight-e1513806873934.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-e1513806873934.jpg,1,29,121,436,Early_Blight
177,Tomato-Early-Blight-e1513806873934.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-e1513806873934.jpg,88,1,323,202,Early_Blight
178,Tomato-Early-Blight-e1513806873934.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-e1513806873934.jpg,398,329,500,474,Early_Blight
179,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,607,781,905,894,Early_Blight
180,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,41,516,145,810,Early_Blight
181,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,131,516,321,888,Early_Blight
182,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,211,481,329,700,Early_Blight
183,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,58,197,241,507,Early_Blight
184,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,176,247,417,503,Early_Blight
185,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,367,387,635,894,Early_Blight
186,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,545,251,826,762,Early_Blight
187,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,435,243,569,524,Early_Blight
188,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,7,18,419,204,Early_Blight
189,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,243,83,611,268,Early_Blight
190,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,528,3,887,260,Early_Blight
191,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,833,36,1193,220,Early_Blight
192,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,711,181,1140,320,Early_Blight
193,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,965,250,1169,706,Early_Blight
194,Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,909,678,1180,883,Early_Blight
195,Tomato-Early-Blight-Leaves-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaves-Cornell-University.jpg,39,805,623,1588,Early_Blight
196,Tomato-Early-Blight-Leaves-Cornell-University.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight-Leaves-Cornell-University.jpg,482,1,1200,1261,Early_Blight
197,Tomato-Early-Blight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-Early-Blight.jpg,58,46,218,205,Early_Blight
198,Tomato-early-blight_1_1-12wmver.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\Tomato-early-blight_1_1-12wmver.jpg,114,72,813,573,Early_Blight
199,tomatoblight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomatoblight.jpg,1,3,245,447,Early_Blight
200,tomatoearlyblight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomatoearlyblight.jpg,2,159,247,333,Early_Blight
201,tomatoearlyblight.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomatoearlyblight.jpg,199,34,367,211,Early_Blight
202,tomato_blight_early.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_blight_early.jpg,337,327,508,628,Early_Blight
203,tomato_blight_early.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_blight_early.jpg,320,29,556,119,Early_Blight
204,tomato_blight_early.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_blight_early.jpg,417,197,593,354,Early_Blight
205,tomato_blight_early.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_blight_early.jpg,188,188,320,405,Early_Blight
206,tomato_blight_early.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_blight_early.jpg,11,31,263,151,Early_Blight
207,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,503,184,606,397,Early_Blight
208,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,87,326,189,557,Early_Blight
209,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,211,298,307,492,Early_Blight
210,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,51,46,241,162,Early_Blight
211,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,28,236,154,384,Early_Blight
212,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,329,200,453,378,Early_Blight
213,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,754,221,841,359,Early_Blight
214,tomato_D2b-Early-blight---RPitblado_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_D2b-Early-blight---RPitblado_zoom.jpg,321,130,422,201,Early_Blight
215,tomato_early-blight_02_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_02_zoom.jpg,67,203,300,675,Early_Blight
216,tomato_early-blight_02_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_02_zoom.jpg,324,197,583,672,Early_Blight
217,tomato_early-blight_02_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_02_zoom.jpg,529,125,851,670,Early_Blight
218,tomato_early-blight_02_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_02_zoom.jpg,186,14,834,203,Early_Blight
219,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,316,181,526,569,Early_Blight
220,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,234,352,412,651,Early_Blight
221,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,370,2,719,413,Early_Blight
222,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,477,350,617,546,Early_Blight
223,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,628,552,861,675,Early_Blight
224,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,178,1,417,156,Early_Blight
225,tomato_early-blight_03_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_early-blight_03_zoom.jpg,104,80,387,414,Early_Blight
226,tomato_q1hq-early-blight-5052_zoom.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\tomato_q1hq-early-blight-5052_zoom.jpg,1,6,897,672,Early_Blight
227,web1_copy_early-blight-6-_0.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_Early_blight_leaf\web1_copy_early-blight-6-_0.jpg,208,83,581,369,Early_Blight
228,003.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\003.JPG.jpg,589,4,1051,477,Healthy
229,003.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\003.JPG.jpg,14,485,637,981,Healthy
230,003.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\003.JPG.jpg,722,490,1153,836,Healthy
231,003.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\003.JPG.jpg,1120,433,1600,1097,Healthy
232,009-e1373768789869.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\009-e1373768789869.jpg,512,424,988,779,Healthy
233,009-e1373768789869.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\009-e1373768789869.jpg,233,284,759,574,Healthy
234,100_8283.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\100_8283.jpg,654,1263,1646,2457,Healthy
235,100_8283.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\100_8283.jpg,1,1096,487,1391,Healthy
236,100_8283.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\100_8283.jpg,704,802,1085,1110,Healthy
237,100_8283.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\100_8283.jpg,1032,1074,1429,1263,Healthy
238,100_8283.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\100_8283.jpg,1271,1257,1840,1729,Healthy
239,15481477375.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\15481477375.jpg,562,279,1467,735,Healthy
240,15481477375.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\15481477375.jpg,378,590,975,1018,Healthy
241,15481477375.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\15481477375.jpg,46,13,466,512,Healthy
242,1686.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1686.jpg,523,955,596,1108,Healthy
243,1686.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1686.jpg,586,561,683,668,Healthy
244,1686.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1686.jpg,745,789,817,885,Healthy
245,1688.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1688.jpg,688,423,840,586,Healthy
246,1688.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1688.jpg,490,408,672,508,Healthy
247,1688.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1688.jpg,402,172,489,288,Healthy
248,1688.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\1688.jpg,606,225,658,301,Healthy
249,17371378-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\17371378-tomato-leaf.jpg,237,20,538,752,Healthy
250,2013-08-20-03.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-03.jpg,715,733,941,1030,Healthy
251,2013-08-20-03.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-03.jpg,557,656,779,879,Healthy
252,2013-08-20-03.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-03.jpg,809,639,1118,797,Healthy
253,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,575,77,744,414,Healthy
254,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,435,371,649,466,Healthy
255,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,634,306,870,434,Healthy
256,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,892,329,1191,600,Healthy
257,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,769,684,991,966,Healthy
258,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,973,704,1151,969,Healthy
259,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,1128,558,1354,708,Healthy
260,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,1172,716,1446,949,Healthy
261,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,51,61,247,272,Healthy
262,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,367,66,572,223,Healthy
263,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,246,63,349,220,Healthy
264,2013-08-20-04.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2013-08-20-04.jpg,1114,275,1389,456,Healthy
265,20130609_151253_zpsc7d93f62.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20130609_151253_zpsc7d93f62.jpg,140,390,386,602,Healthy
266,20130609_151253_zpsc7d93f62.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20130609_151253_zpsc7d93f62.jpg,442,405,529,500,Healthy
267,20130609_151253_zpsc7d93f62.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20130609_151253_zpsc7d93f62.jpg,223,530,409,605,Healthy
268,20130609_151253_zpsc7d93f62.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20130609_151253_zpsc7d93f62.jpg,512,461,612,585,Healthy
269,20130609_151253_zpsc7d93f62.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20130609_151253_zpsc7d93f62.jpg,380,152,473,316,Healthy
270,20140818-tomato-sauce-vicky-wasik-1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20140818-tomato-sauce-vicky-wasik-1.jpg,246,506,704,1012,Healthy
271,20140818-tomato-sauce-vicky-wasik-1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20140818-tomato-sauce-vicky-wasik-1.jpg,273,263,702,477,Healthy
272,20140818-tomato-sauce-vicky-wasik-1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20140818-tomato-sauce-vicky-wasik-1.jpg,1204,494,1408,804,Healthy
273,20140818-tomato-sauce-vicky-wasik-1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20140818-tomato-sauce-vicky-wasik-1.jpg,813,477,1152,624,Healthy
274,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,18,12,349,419,Healthy
275,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,272,248,403,428,Healthy
276,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,434,277,535,438,Healthy
277,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,521,78,935,479,Healthy
278,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,770,392,1200,898,Healthy
279,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,462,486,765,900,Healthy
280,2015-09-17-01.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\2015-09-17-01.jpg,86,444,439,900,Healthy
281,20160428_080421.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20160428_080421.jpg,189,15,394,493,Healthy
282,20160428_080421.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20160428_080421.jpg,361,126,695,502,Healthy
283,20160428_080421.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20160428_080421.jpg,521,333,862,669,Healthy
284,20160428_080421.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20160428_080421.jpg,1,667,330,848,Healthy
285,20160428_080421.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\20160428_080421.jpg,606,690,1036,899,Healthy
286,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,104,421,195,603,Healthy
287,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,50,444,110,593,Healthy
288,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,595,388,653,475,Healthy
289,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,354,377,391,464,Healthy
290,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,539,461,623,536,Healthy
291,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,847,731,910,856,Healthy
292,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,556,739,644,903,Healthy
293,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,680,783,781,898,Healthy
294,9bfac1dea7f401e3b379dab33f535bb4.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\9bfac1dea7f401e3b379dab33f535bb4.jpg,323,748,418,839,Healthy
295,Bacterial-leaf-spot-transplants1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Bacterial-leaf-spot-transplants1.jpg,1,308,151,419,Healthy
296,Bacterial-leaf-spot-transplants1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Bacterial-leaf-spot-transplants1.jpg,100,362,299,479,Healthy
297,Bacterial-leaf-spot-transplants1.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Bacterial-leaf-spot-transplants1.jpg,288,18,450,109,Healthy
298,Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,65,1,566,485,Healthy
299,Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,304,92,820,487,Healthy
300,Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Basil%2Binfected%2Bby%2BTomato%2BSpotted%2BWilt%2BVirus.jpg,741,285,1024,677,Healthy
301,CTG514794.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\CTG514794.jpg,86,333,281,569,Healthy
302,CTG514794.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\CTG514794.jpg,375,249,524,395,Healthy
303,CTG514794.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\CTG514794.jpg,45,231,253,343,Healthy
304,CTG514794.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\CTG514794.jpg,269,487,394,615,Healthy
305,curling-issues.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\curling-issues.jpg,2218,721,3554,1307,Healthy
306,curling-issues.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\curling-issues.jpg,1615,1146,2875,2039,Healthy
307,curling-issues.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\curling-issues.jpg,708,1317,2036,2292,Healthy
308,depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,410,48,930,450,Healthy
309,depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,412,466,802,685,Healthy
310,depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,303,511,469,692,Healthy
